id, type, level, gold, energy, quick_spell, image, spell_type_image, name, description,unique_type,health,font_size,sub_effect,NOTES
mage,talent,III,,,, test_spell_icon_1,,Presence of Mind,"You may use your instant powers twice during the same combat round. When you use an instant power the second time, you must unequip it.",,,,,
mage,talent,III,,,, test_spell_icon_1,,Blast Wave,<i>End of your Place Tokens step:</i><br>Move up to 3 hit tokens from the attrition box into the defense box.,,,,,
mage,talent,III,,,, test_spell_icon_1,,Cold SNap,"<i>Start of the combat round:</i><br>You may equip <b>Frostbolt</b>, <b>Frost Armor</b>, or <b>Cone of Cold</b>.",,,,,
mage,talent,IV,,,, test_spell_icon_1,,Shatter,<i>End of your Dice Pool step:</i><br>You may unequip <b>Frostbolt</b> or <b>Cone of Cold</b> in order to change up to three <dice- b n=3 p></dice-> into <dice- b n=8></dice->,,,,,
mage,talent,IV,,,, test_spell_icon_1,,Incinerate,<i>End of your Dice Pool step:</i><br>You may unequip <b>Fireball</b> or <b>Fireblast</b> in order ot change up to three <dice- b n=3 p></dice-> into <dice- b n=8></dice->,,,,,
mage,talent,IV,,,, test_spell_icon_1,,Arcane Mind,<i>End of your Reroll step:</i><br>You may regain 1 Energy for each <dice- b n=8></dice-> you spot.,,,,,
mage,talent,IV,,,, test_spell_icon_1,,Arcane instability,<i>End of your Reroll step:</i><br>Place 2 hit tokens in the damage box for each <dice- b n=8></dice-> you spot. Then change all of your <dice- b n=8></dice-> into <dice- b n=1></dice->,,,,,
mage,talent,IV,,,, test_spell_icon_1,,Critical Mass,"<i>Start of your Reroll step:</i><br>If you used <b>Fireball</b> or <b>Fireblast</b> during this combat round, you may change up to two <dice- b n=4 p></dice-> into <dice- r n=8></dice->",,,,,
mage,talent,V,,,, test_spell_icon_1,,Ice Barrier,"<i>During your Place Tokens step:</i><br>For each hit token you place in the damage box, you may also place 1 armor token in the defense box.",,,,,
mage,talent,V,,,, test_spell_icon_1,,Combustion,<i>End of your Reroll step:</i><br>You may roll an additional <dice- r></dice-> for each <dice- b n=7 p></dice-> you spot.,,,,,
mage,talent,V,,,, test_spell_icon_1,,Arcane Power,"You may use your instant powers twice during the same combat round. When you use an instant power the second time, its Energy cost is increased by 1.",,,,,
mage,talent,V,,,, test_spell_icon_1,,Fire Power,<i>End of your Reroll step:</i><br>Gain <b>ATTRITION +1</b> for each <dice- b n=8></dice-> you spot.,,,,,
mage,talent,VI,,,, test_spell_icon_1,,Arctic Winds,"<i>End of your Reroll step:</i><br>Change the result of a <dice- g></dice-> so that its new value is one number higher (to a maximum of 8).<br><br>You may do this up to four times, even multiple times to the same <dice- g></dice->",,,,,
mage,talent,VI,,,, test_spell_icon_1,,Arcane Potency,"If you have not lost any Health during this combat, gain <b>REROLL +8</b>.",,,,,
paladin,spell,I,3,1,, test_spell_icon_1,passive,Seal of Righteousness,<b>ATTRITION +1</b>,Seal,,,<b>Judgement:</b><br>Ad <dice- r></dice-> to your dice pool.,PENINDING FIX! Need to add div elements for sub effects of Judgement
paladin,spell,I,2,1,, test_spell_icon_1,passive,Devotion Aura,Add <dice- g></dice-> to your dice pool.,Aura,,,,
paladin,spell,I,2,1,, test_spell_icon_1,passive,Blessing of Might,<i>End of your Reroll step:</i><br>Change one <dice- r n=5 p></dice-> into a <dice- r n=8></dice->.,Blessing,,,,
paladin,spell,I,2,1,y, test_spell_icon_1,active,Cleanse,<i>End of a friendly participating character's Reroll step:</i><br>Remove all curse and stun tokens from that friendly participating character.,,,,,
paladin,spell,I,2,1,, test_spell_icon_1,active,Flash of Light,<i>After a friendly participating character loses a Health:</i><br>That character regains 1 Health.,,,,,
paladin,spell,II,6,2,, test_spell_icon_1,active,Hammer of Justice,Add <dice- r></dice-><dice- g></dice-> to your dice pool.,,,,,
paladin,spell,II,4,2,, test_spell_icon_1,active,Lay on Hands,<i>Start of any of your character actions:</i><br>Regain health up to your capacity.,,,,,
paladin,spell,II,6,2,, test_spell_icon_1,active,Holy Light,<i>After a friendly participating character loses a Health:</i><br>That character regain 2 Health.,,,,,
paladin,spell,II,8,2,, test_spell_icon_1,active,Divine Shield,<i>End of your Place Tokens step:</i><br>Move up to 3 hit tokens from the damage box into the defense box.,,,,,
paladin,spell,II,9,3,, test_spell_icon_1,passive,Summon Warhorse,<i>Start of your Travel action:</i><br>You may move 1 additional region. Then unequip <b>Summon Warhorse</b>.,,,,,
paladin,spell,III,9,2,, test_spell_icon_1,passive,Concentration Aura,The energy costs of your powers are lowered by 1 (to a minimum of 0).,Aura,,,,
paladin,spell,III,7,3,, test_spell_icon_1,passive,Blessing of Freedom,"If you enter a region with one or more independent creatures, you do not have to stop traveling.<br>If you are in a region with one or more independent creatures, you may choose a Travel action instead of the mandatory Challenge action.",Blessing,,,,
paladin,spell,III,10,3,, test_spell_icon_1,passive,Seal of Justice,<i>End of your Reroll step:</i><br>Spot one <dice- r n=8></dice-> to roll an additional <dice- g></dice->.,Seal,,,<b>Judgement:</b><br>Add <dice- r></dice-><dice- g></dice-> to your dice pool.,PENINDING FIX! Need to add div elements for sub effects of Judgement
paladin,spell,III,9,2,, test_spell_icon_1,passive,Blessing of Wisdom,<i>Start of the combat round:</i><br>Choose a friendly participating character to regain 2 Energy.,Blessing,,,,
paladin,spell,III,10,2,, test_spell_icon_1,active,Hammer of Wrath,You must have at least 2 hit tokens in the damage box to use this talent.<br><br><i>End of your Reroll step:</i><br>Roll an additional <dice- b></dice-><dice- b></dice-><dice- r></dice->.,,,,,
paladin,spell,IV,13,5,, test_spell_icon_1,passive,Seal of Command,<i>End of your Reroll step:</i><br>Spot one <dice- r n=8></dice-> to gain <b>ATTRITION +3</b>.,Seal,,,<b>Judgement:</b><br>Add <dice- r></dice-><dice- r></dice-> to your dice pool.,PENINDING FIX! Need to add div elements for sub effects of Judgement
paladin,spell,IV,14,4,, test_spell_icon_1,passive,Blessing of Protection,<i>End of your Dice Pool step:</i><br>You may change any number of <dice- r></dice-> into <dice- g n=8></dice->.,Blessing,,,,
paladin,spell,IV,12,3,, test_spell_icon_1,active,Divine Protection,<i>End of your Reroll step:</i><br>Change up to three <dice- r b></dice-> into <dice- g n=8></dice->.,,,,,
paladin,spell,V,20,3,, test_spell_icon_1,active,Consecration,<i>End of your Reroll step:</i><br>Place 1 hit token in the damage box for each <dice- r n=7 p></dice-> you spot.,,,,,
paladin,spell,V,20,6,, test_spell_icon_1,passive,Seal of Light,<i>End of your Reroll step:</i><br>Spot up to three <dice- r n=8></dice->. You may regain 1 Health for each <dice- r n=8></dice-> you spot.,Seal,,,<b>Judgement:</b><br>Add <dice- r></dice-><dice- r></dice-><dice- g></dice-> to your dice pool.,
paladin,spell,V,20,5,, test_spell_icon_1,passive,Seal of the Crusader,<i>End of your Dice Pool step:</i><br>Remove one <dice- r></dice-> from your dice pool to gain <b>ATTRITION +3</b>,Seal,,,<b>Judgement:</b><br>Add <dice- r></dice-><dice- r></dice-><dice- r></dice-> to your dice pool.,
paladin,spell,V,15,4,, test_spell_icon_1,passive,Retribution AUra,<i>End of your Place Tokens step:</i><br>Spend up to 3 armor tokens from the defense box. Place 1 hit token in the damage box for each armor token you spend.,Aura,,,,
paladin,spell,VI,30,5,, test_spell_icon_1,passive,Seal of Vengeance,"<i>End of your Reroll step:</i><br>For each <dice- b n=8></dice-> you spot, you may immediately roll one <dice- r></dice->.",Seal,,,<b>Judgement:</b><br>Add <dice- r></dice-><dice- r></dice-><dice- r></dice-><dice- b></dice-> to your dice pool.,
paladin,spell,VI,26,1,y, test_spell_icon_1,active,Righteous Defense,"<i>Immediately after a friendly character (other than your Paladin) in the same or an adjacent region takes a Challenge action or  is attacked by an enemy character:</i><br>You may immediately move into the region and participate in the combat, without spending a character action.",,,,,
paladin,spell,VI,25,0,y, test_spell_icon_1,passive,Spiritual Attunement,"Each time a friendly participating character (other than your Paladin) uses a power that allows you to regain Health, you may also regain 2 Energy.",,,,,
paladin,talent,II,,,, test_spell_icon_1,,Divine Strength,"Your Health capacity is increased by 2.<br><br>When this talent is chosen, immediately gain 2 Health.",,,,,
paladin,talent,II,,,, test_spell_icon_1,,Eye for an Eye,"<i>During the Defense phase:</i><br>If you lose at least 1 Health, plce 1 hit token in the damage box.",,,,,
paladin,talent,II,,,, test_spell_icon_1,,Holy Shield,<i>End of your Reroll step:</i><br>Spot one <dice- g n=7 p></dice-> to regain 1 Health and gain <b>ATTRITION +1</b>.,,,,,
paladin,talent,II,,,, test_spell_icon_1,,Improved Righteousness,The <b>Judgement</b> ability on your <b>Seal of Righteousness</b> adds an additional <dice- r></dice-> to your dice pool.,,,,,
paladin,talent,II,,,, test_spell_icon_1,,Improved Devotion,Your <b>Devotion Aura</b> adds an additional <dice- g></dice-> to your dice pool and gains <b>REROLL +1</b>.,,,,,
paladin,talent,II,,,, test_spell_icon_1,,Spiritual Focus,You may use <b>Flash of Light</b> and <b>Holy Light</b> twice during the same combat round.,,,,,
paladin,talent,III,,,, test_spell_icon_1,,Sanctity Aura,Each friendly participating character may add <dice- b></dice-> to their dice pool.,,,,,
paladin,talent,III,,,, test_spell_icon_1,,Lasting Judgement,"When you activate the <b>Judgement</b> ability of your equipped <i><b>Seal</b></i>, you may add an additional <dice- r></dice-><dice- g></dice-> to your dice pool.",,,,,
paladin,talent,III,,,, test_spell_icon_1,,Improved Might,You may use <b>Blessing of Might</b> twice during each combat round.,,,,,
paladin,talent,III,,,, test_spell_icon_1,,Mace Specialization,"<i>Start of your Dice Pool step:</i><br>If you have a <i><b>Mace</b></i> equipped, add <dice- r></dice-> to your dice pool and gain <b>REROLL +1</b>.",,,,,
paladin,talent,III,,,, test_spell_icon_1,,Reckoning,<b>ATTRITION +2</b>,,,,,
paladin,talent,III,,,, test_spell_icon_1,,Pursuit of Justice,"<i>During your Travel action:</i><br>You may move up to three regions if you will end your Travel action in a region with at least one of your faction's quest creatures, an independent creature, or a boss (including the Overlord).",,,,,
paladin,talent,IV,,,, test_spell_icon_1,,Improved Holy Light,"When you use <b>Holy Light</b>, the chosen character may regain an additional 1 Health.",,,,,
paladin,talent,IV,,,, test_spell_icon_1,,Benediction,"When you equip a <i><b>Blessing</b></i>, <i><b>Seal</b></i>, or <i><b>Aura</b></i>, its Energy cost is lowered to 0.",,,,,
paladin,talent,IV,,,, test_spell_icon_1,,Vengeance,<i>Start of your Place Tokens step:</i><br>Spot one <dice- r n=8></dice-> to place 2 additional hit tokens in the damage box.,,,,,
paladin,talent,IV,,,, test_spell_icon_1,,Vindication,<i>End of your Reroll step:</i><br>Remove one <dice- r n=8></dice-> from your dice pool to roll an additional<br><dice- b></dice-><dice- b></dice-><dice- b></dice-><dice- b></dice->.,,,,,
paladin,talent,IV,,,, test_spell_icon_1,,Divine Intervention,<i>Start of your Reroll step:</i><br>You may reroll any number of <dice- r></dice->. This ability is separate from your Reroll value.,,,,,
paladin,talent,V,,,, test_spell_icon_1,,Blessing of Kings,"Increase your Energy and Health capacity by 2 each.<br><br>When this talent is chosen, immediately gain 2 Energy and 2 Health.",,,,,
paladin,talent,V,,,, test_spell_icon_1,,Holy Shock,Add <dice- b></dice-><dice- b></dice-> to your dice pool.<br><br><b>REROLL +2</b>,,,,,
paladin,talent,V,,,, test_spell_icon_1,,Conviction,"<i>End of your Reroll step:</i><br>For each <dice- r n=8></dice-> you spot, lower the Threat value of all opponents by 1 until the end of your attack Phase.",,,,,
paladin,talent,V,,,, test_spell_icon_1,,Blessing of Sanctuary,Each friendly particiapting character may add <dice- g></dice-><dice- r></dice-> to their dice pool.,,,,,
paladin,talent,V,,,, test_spell_icon_1,,Divine Favor,"<i>End of your Reroll step:</i><br>If <b>Flash of Light</b> or <b>Holy Light</b> is equipped, change up to three <dice- g n=3 p></dice-> into <dice- g n=8></dice->.",,,,,
paladin,talent,VI,,,, test_spell_icon_1,,Fanaticism,"You may only use this talent immediately after you activate the <b>Judgement</b> ability of your equipped <i><b>Seal</b></i>. Instead of rolling two <dice- r></dice-> in your dice pool, place them on the table as two <dice- r n=8></dice->.",,,,,
paladin,talent,VI,,,, test_spell_icon_1,,Aura Mastery,<i>Start of the combat round:</i><br>Choose a friendly participating character. That character may use the ability of your equipped <i><b>Aura</b></i>.,,,,,
priest,spell,I,2,1,, test_spell_icon_1,active,Lesser Heal,<i>After a friendly participating character loses a Health:</i><br>That character regains up to 2 Health. Then unequip <b>Lesser Heal</b>.,,,,,
priest,spell,I,3,1,, test_spell_icon_1,active,Shadow Word: Pain,"Add <dice- b></dice-> to your dice pool.<br><br>If you used <b>Shadow Word: Pain</b> during the previous combat round, instead add <dice- b></dice-><dice- b></dice-> to your dice pool.",,,,,
priest,spell,I,2,2,, test_spell_icon_1,active,Power Word: Fortitude,"<i>Start of your Dice Pool step:</i><br>Each friendly participating character gain 1 Health.<br><br>At the end of combat, each friendly participating character must lose any Health in excess of their capacity.",,,,,
priest,spell,I,2,0,, test_spell_icon_1,active,Fade,<i>End of your Dice Pool step:</i><br>You may choose to escape from the combat. Your character remains in the same region but is no longer participating in the combat.<br><br>You may not use <b>Fade</b> during <b>PvP</b> combat.,,,,,
priest,spell,I,2,1,, test_spell_icon_1,active,Hex of Weakness,"<i>Start of your Dice Pool step:</i><br>Add <dice- g></dice-> to your dice pool.<br><br>If you used <b>Hex of Weakness</b> during the previous combat round, add an additional <dice- g></dice-> to your dice pool.",,,,,
priest,spell,I,3,1,, test_spell_icon_1,active,Mind Blast,Add <dice- b></dice-><dice- b></dice-> to your dice pool.<br><br><b>REROLL -2</b>,,,,,
priest,spell,I,2,1,, test_spell_icon_1,active,Psychic Scream,<i>End of your Reroll step:</i><br>Change one <dice- b></dice-> into a <dice- g n=8></dice->.,,,,,
priest,spell,II,7,3,, test_spell_icon_1,active,Greater Heal,<i>After a friendly participating character loses a Health:</i><br>That character regains up to 6 Health.<br>Then unequip <b>Greater Heal</b>.,,,,,
priest,spell,II,5,1,, test_spell_icon_1,active,Power Word: Shield,<i>Start of a friendly participating character's Dice Pool step:</i><br>That character adds <dice- g></dice-><dice- g></dice-> to their dice pool.,,,,,
priest,spell,II,7,3,, test_spell_icon_1,passive,Shadowguard,"<i>During the Resolution step:</i><br>Place 1 hit token on this card for each Health you lose.<br><br><i>Durign your Place Tokens step:</i><br>Spend up to 3 hit tokens from this card and place them in the damage box. At the end of combat, lose all hit tokens on this card.",,,,,
priest,spell,II,6,2,, test_spell_icon_1,active,Fear Ward,<i>End of a friendly participating character's Reroll step:</i><br>Remove any number of <dice- n=1></dice-> or <dice- n=2></dice-> from a friendly participating character's dice pool.,,,,,
priest,spell,II,7,2,, test_spell_icon_1,active,Inner Fire,Add <dice- r></dice-><dice- g></dice-><dice- g></dice-> to your dice pool.,,,,,
priest,spell,III,9,2,, test_spell_icon_1,active,Holy Fire,"<i>End of your Reroll step:</i><br>Place 1 hit token in the damage box.<br><br>If you used <b>Holy Fire</b> during the previous combat round, instead place 2 hit tokens in the damage box.",,,,,
priest,spell,III,8,2,, test_spell_icon_1,active,Smite,Add <dice- b></dice-><dice- b></dice-><dice- b></dice-> to your dice pool.<br><br>You may not roll any <dice- r></dice-> during this Dice Pool step.,,,,,
priest,spell,III,7,2,, test_spell_icon_1,active,Desperate Prayer,<i>After your character loses their last Health:</i><br>Regain 4 Health. Then unequip <b>Desperate Prayer</b>.,,,,,
priest,spell,III,10,0,, test_spell_icon_1,active,Feedback,<i>End of your Reroll step:</i><br>Regain 1 Energy for each <dice- b n=7 p></dice-> you spot.,,,,,
priest,spell,IV,10,1,, test_spell_icon_1,active,Resurrection,<i>After a friendly participating character (other than your Priest) has been defeated in combat:</i><br>That character remains in this region and regain any mix of Health and/or Energy equal to your level. That character is no longer participating in the combat.,,,,,
priest,spell,IV,13,3,, test_spell_icon_1,active,Mind Control,<i>Start of your Dice Pool step:</i><br>Choose a participating quest create or independent creature. Add a number of <dice- r></dice-> to your dice pool equal to half of that creature's Attack value (rounded down).,,,,,
priest,spell,IV,11,3,, test_spell_icon_1,active,Devouring Plague,<i>Start of the combat round:</i><br>Place a curse token on this card. Then place 1 hit token in the damage box and regain 1 Health for each curse token on this card.<br><br>Lose all curse tokens from this card at the end of combat.,,,,,
priest,spell,V,20,3,, test_spell_icon_1,active,Starshards,"Add <dice- b></dice-><dice- b></dice-><dice- b></dice-> to your dice pool.<br><br>If you used <b>Starshards</b> during the previous round of this combat, instead add <dice- b></dice-><dice- b></dice-><dice- b></dice-><dice- b></dice-> to your dice pool.",,,,,
priest,spell,V,15,4,, test_spell_icon_1,active,Prayer of Healing,Activating <b>Prayer of Healing</b> counts as an action. All friendly characters in your region regain Health up to their capacity. Then unequip <b>Prayer of Healing</b>.,,,,,
priest,spell,V,19,6,y, test_spell_icon_1,active,Mana Brun,"<i>Start of the Defense phase:</i><br>Remove up to 3 Energy from an enemy participating character. For each Energy you remove, that enemy character must also lose 1 Health.",,,,,
priest,spell,VI,21,1,, test_spell_icon_1,active,Mass Dispel,"<i>End of your Reroll step:</i><br>Remove 1 curse, stun, or poison token from each friendly participating character.",,,,,
priest,spell,VI,25,1,, test_spell_icon_1,active,Binding Heal,<i>After a friendly participating character (other than your Priest) loses a Health:</i><br>You and that character each regain 2 Health. Then unequip <b>Binding Heal</b>.<br><br><i>Start of the combat round:</i><br>You may spend 1 Energy to equip <b>Binding Heal</b> from your Spellbook.,,,,,
priest,spell,VI,30,2,, test_spell_icon_1,passive,Shadowfiend,Add <dice- r></dice-><dice- r></dice-><dice- g></dice-><dice- g></dice-> to your dice pool.<br><br><i>During your Place Tokens step:</i><br>Regain 1 Energy for each hit token you place in the damage box.,,,,,
priest,talent,II,,,, test_spell_icon_1,,Improved Inner Fire,Your <b>Inner Fire</b> adds an additional <dice- r></dice-> to your dice pool.,,,,,
priest,talent,II,,,, test_spell_icon_1,,Shadow Focus,"<i>End of your Reroll step:</i><br>Change the result of up to two separate <dice- b></dice->, so that each die's new value is one number higher (to a maximum value of 8).",,,,,
priest,talent,II,,,, test_spell_icon_1,,Improved Healing,"Lower the Energy cost of <b>Lesser Heal</b>, <b>Greater Heal</b>, and <b>Prayer of Healing</b> by 1 (to a minimum of 0).",,,,,
priest,talent,II,,,, test_spell_icon_1,,Holy Specialization,"When you use <b>Lesser Heal</b> or <b>Greater Heal</b>, an other friendly participating character may regain up to 2 health.",,,,,
priest,talent,II,,,, test_spell_icon_1,,Improved Pain,"<i>End of your Dice Pool step:</i><br>If you used <b>Shadow Word: Pain</b> during this combat round, you may change one <dice- b n=2 p></dice-> to a <dice- b n=8></dice->.",,,,,
priest,talent,II,,,, test_spell_icon_1,,Force of Will,<i>End of your Reroll step:</i><br>Spot one <dice- b n=7 p></dice-> to gain <br><b>ATTRITION +2</b>.,,,,,
priest,talent,III,,,, test_spell_icon_1,,Vampiric Embrace,<i>End of your Reroll step:</i><br>Spot one <dice- b n=8></dice-> to have each friendly participating character regain 1 Health.,,,,,
priest,talent,III,,,, test_spell_icon_1,,Mental Strength,"Your Energy capacity is increased by 3.<br><br>When this talent in chosen, immediately gain 3 Energy.",,,,,
priest,talent,III,,,, test_spell_icon_1,,Inner Focus,"Once per combat, you may use an instant power at no Energy cost.",,,,,
priest,talent,III,,,, test_spell_icon_1,,Improved Smite,"<b>Smite</b> adds an additional <dice- b></dice-> to your dice pool.<br><br>When using <b>Smite</b>, you may have up to two <dice- r></dice-> in your dice pool this combat round, instead of none.",,,,,
priest,talent,III,,,, test_spell_icon_1,,Wand Specialization,You must have a <i><b>Wand</b></i> equipped to use this talent.<br><br><i>Start of your Dice Pool step:</i><br>Add <dice- r></dice-><dice- r></dice-> to your dice pool.,,,,,
priest,talent,III,,,, test_spell_icon_1,,Divine Fury,Lower the Energy cost of <b>Smite</b> and <b>Holy Fire</b> by 1<br>(to a minimum of 0).,,,,,
priest,talent,IV,,,, test_spell_icon_1,,Holy Nova,Add <dice- r></dice-> to your dice pool. Then add a number of <dice- g></dice-> to your dice pool equal to the number of friendly participating characters.,,,,,
priest,talent,IV,,,, test_spell_icon_1,,Meditation,<i>Start of your Rest action:</i><br>You regain Health and Energy up to your capacity.,,,,,
priest,talent,IV,,,, test_spell_icon_1,,Darkness,"If you have <b>Shadow Word: Pain</b> or <b>Shadowguard</b> equipped, gain<br><b>ATTRITION +2</b>.<br><br>If both are equipped, gain an additional <b>ATTRITION +2</b>.",,,,,
priest,talent,IV,,,, test_spell_icon_1,,Inspiration,"When you use <b>Lesser Heal</b> or <b>Greater Heal</b>, you may place 2 armor tokens in the defense box.",,,,,
priest,talent,V,,,, test_spell_icon_1,,Divine Spirit,<i>Start of the first round of combat:</i><br>Each friendly participating character gains 3 Energy.<br><br>At the end of combat each participating character must lose any Energy in excess of their capacity.,,,,,
priest,talent,V,,,, test_spell_icon_1,,Mental Agility,Lower the Energy cost of your instant powers by 1<br>(to a minimum of 0).,,,,,
priest,talent,V,,,, test_spell_icon_1,,Shadowform,Add <dice- g></dice-><dice- g></dice-><dice- g></dice-><dice- g></dice-> to your dice pool.,,,,,
priest,talent,V,,,, test_spell_icon_1,,Mind Flay,<i>End of each enemy participating character's Dice Pool step:</i><br>That character must lose 1 Health for each <dice- b n=1></dice-> in their dice pool.,,,,,
priest,talent,V,,,, test_spell_icon_1,,Master Healer,"After you use <b>Lesser Heal</b>, you may equip <b>Greater Heal</b>.",,,,,
priest,talent,V,,,, test_spell_icon_1,,Unbreakable Will,<i>End of your Reroll step:</i><br>Place 1 armor token in the damage box for each <dice- b n=8></dice-> you spot.,,,,,
priest,talent,VI,,,, test_spell_icon_1,,Shadow Weaving,"<i>End of your Reroll step:</i><br>For each <dice- b n=6 p></dice-> you spot, discard 1 armor token from your opponent's defense box.",,,,,
priest,talent,VI,,,, test_spell_icon_1,,Misery,<i>End of your Reroll step:</i><br>Remove any number of <dice- b></dice-> from your dice pool. Gain <b>ATTRITION +1</b> for each <dice- b></dice-> that you remove from your dice pool.,,,,,
rogue,spell,I,3,0,, test_spell_icon_1,weapon_ranged,Stealth,"Add <dice- r></dice-> to your dice pool.<br><br>For each <dice- r></dice-> that produces a hit token, you may place that hit token in the damage box instead of the defense box.<br><b>You must unequip Stealth at the end of your Place Tokens step.</b>",,,,,PENDING! Fix icon for weapon
rogue,spell,I,2,1,, test_spell_icon_1,active,Sinister Strike,Add <dice- r></dice-> to your dice pool.<br><br><i>End of your Reroll step:</i><br>Place 1 hit token on an equipped <b>Finishing Move</b> for each <dice- r n=6 p></dice-> you spot.,,,,,
rogue,spell,I,2,1,, test_spell_icon_1,passive,Eviscerate,"This is a <b>Finishing Move</b>.<br><br><i>Start of your Place Tokens step:</i><br>Spend up to 3 hit tokens from this card.<br>Gain <b>ATTRITION +1</b> for each hit token you spend.<br><br>At the end of combat, lose all hit tokens on this card.",,,,,
rogue,spell,I,2,1,, test_spell_icon_1,active,Gouge,Add <dice- r></dice-> to your dice pool.<br><br><i>End of your Reroll step:</i><br>Remove one <dice- r n=4 p></dice-> from your dice pool to place 2 hit tokens on an equipped <b>Finishing Move</b>.,,,,,
rogue,spell,I,2,1,, test_spell_icon_1,active,Feint,<i>During the Place Tokens step:</i><br>Remove one <dice- r></dice-> from your dice pool to place 1 armor token in the defense box.,,,,,
rogue,spell,I,2,1,, test_spell_icon_1,active,Blind,"<i>Start of your Dice Pool step:</i><br>If you do not have <b>Stealth</b> equipped, you may use one power or talent that requires <b>Stealth</b> this combat round.<br>Then unequip <b>Blind</b>.",,,,,
rogue,spell,II,7,2,, test_spell_icon_1,passive,Pick Pocket,"When you complete a quest but before you draw rewards, you may either increase the Draw Number of all Item symbols by 1 or receive 5 gold.",,,,,
rogue,spell,II,7,3,, test_spell_icon_1,active,Sprint,"<i>During your Travel action:</i><br>You may move up to three regions. Then unequip <b>Sprint</b>. If <b>Stealth</b> is equipped, you do not have to stop traveling if you enter a region with one or more independent creatures.",,,,,
rogue,spell,II,4,0,, test_spell_icon_1,weapon_addon,Crippling Poison,"You must have <i><b>Mace</b></i> or <i><b>Sword</b></i> equipped to use this power.<br><br><i>Start of the combat round:</i><br>Place 1 hit token on this card. You gain <b>ATTRITION +1</b> for each hit token on this card.<br>At the end of combat, lose all hit tokens on this card.",,,,,PENDING! Fix icon for weapon addon
rogue,spell,II,5,2,, test_spell_icon_1,active,Backstab,"<i>End of your Reroll step:</i><br>Change one <dice- r></dice-> to a <dice- r n=8></dice->.<br><br>Then, place 1 hit token on an equipped <b>Finishing Move</b> for each <dice- r n=6 p></dice-> you spot.",,,,,
rogue,spell,II,6,2,, test_spell_icon_1,active,Evasion,Add <dice- g></dice-><dice- g></dice-><dice- g></dice-> to your dice pool.,,,,,
rogue,spell,II,6,2,, test_spell_icon_1,active,Ambush,You may only use this power if you have <b>Stealth</b> equipped.<br><br><i>Start of your Dice Pool step:</i><br>Add <dice- b></dice-><dice- b></dice-> to your dice pool. Then place 1 hit token on an equipped <b>Finishing Move</b>.,,,,,
rogue,spell,III,7,3,y, test_spell_icon_1,passive,Expose Armor,"This is a <b>Finishing Move</b>.<br><br><i>During your Place Tokens step:</i><br>Remove any number of hit tokens from this card to remove an equal number of armor tokens from your opponent's defense box.<br>At the end of combat, lose all hit tokens on this card.",,,,,
rogue,spell,III,10,2,, test_spell_icon_1,active,Cheap Shot,You may only use this power if you have <b>Stealth</b> equipped.<br><br><i>End of your Reroll step:</i><br>Lower the Threat value of each opponent by 1 until the end of your Attack phase.<br>Then place 1 hit token on an equipped <b>Finishing Move</b>.,,,,,
